基金代码,基金名称,基金类型,拼音缩写,拼音全称,是否QDII
021589,博时智臻纯债债券C,债券型-长债,BSZZCZZQC,BOSHIZHIZHENCHUNZHAIZHAIQUANC,
021590,兴全竞争优势混合A,混合型-偏股,XQJZYSHHA,XINGQUANJINGZHENGYOUSHIHUNHEA,
021591,兴全竞争优势混合C,混合型-偏股,XQJZYSHHC,XINGQUANJINGZHENGYOUSHIHUNHEC,
021592,易米中证同业存单AAA指数7天持有期,指数型-固收,YMZZTYCDAAAZS7TCYQ,YIMIZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI,
021593,上银数字经济混合发起式A,混合型-偏股,SYSZJJHHFQSA,SHANGYINSHUZIJINGJIHUNHEFAQISHIA,
021594,上银数字经济混合发起式C,混合型-偏股,SYSZJJHHFQSC,SHANGYINSHUZIJINGJIHUNHEFAQISHIC,
021595,国联安新精选混合C,混合型-灵活,GLAXJXHHC,GUOLIANANXINJINGXUANHUNHEC,
021596,天弘稳健回报债券发起E,债券型-混合二级,THWJHBZQFQE,TIANHONGWENJIANHUIBAOZHAIQUANFAQIE,
021597,太平中债1-3年政策性金融债D,指数型-固收,TPZZ13NZCXJRZD,TAIPINGZHONGZHAI13NIANZHENGCEXINGJINRONGZHAID,
021598,建信普泽养老目标日期2050五年持有期混合发起(FOF)Y,FOF-均衡型,JXPZYLMBRQ2050WNCYQHHFQFOFY,JIANXINPUZEYANGLAOMUBIAORIQI2050WUNIANCHIYOUQIHUNHEFAQIFOFY,
021599,华泰紫金丰和偏债混合发起D,混合型-偏债,HTZJFHPZHHFQD,HUATAIZIJINFENGHEPIANZHAIHUNHEFAQID,
021600,富国鑫汇养老目标日期2035三年持有期混合发起式(FOF)Y,FOF-稳健型,FGXHYLMBRQ2035SNCYQHHFQSFOFY,FUGUOXINHUIYANGLAOMUBIAORIQI2035SANNIANCHIYOUQIHUNHEFAQISHIFOFY,
021601,交银稳利中短债债券E,债券型-中短债,JYWLZDZZQE,JIAOYINWENLIZHONGDUANZHAIZHAIQUANE,
021602,汇添富中证信息技术应用创新产业ETF发起式联接A,指数型-股票,HTFZZXXJSYYCXCYETFFQSLJA,HUITIANFUZHONGZHENGXINXIJISHUYINGYONGCHUANGXINCHANYEETFFAQISHILIANJIEA,
021603,汇添富中证信息技术应用创新产业ETF发起式联接C,指数型-股票,HTFZZXXJSYYCXCYETFFQSLJC,HUITIANFUZHONGZHENGXINXIJISHUYINGYONGCHUANGXINCHANYEETFFAQISHILIANJIEC,
021604,新华积极价值灵活配置混合C,混合型-灵活,XHJJJZLHPZHHC,XINHUAJIJIJIAZHILINGHUOPEIZHIHUNHEC,
021605,富国消费精选30股票C,股票型,FGXFJX30GPC,FUGUOXIAOFEIJINGXUAN30GUPIAOC,
021606,易方达中债新综指发起式(LOF)D,指数型-固收,YFDZZXZZFQSLOFD,YIFANGDAZHONGZHAIXINZONGZHIFAQISHILOFD,
021607,南方上证科创板芯片ETF发起联接A,指数型-股票,NFSZKCBXPETFFQLJA,NANFANGSHANGZHENGKECHUANGBANXINPIANETFFAQILIANJIEA,
021608,南方上证科创板芯片ETF发起联接C,指数型-股票,NFSZKCBXPETFFQLJC,NANFANGSHANGZHENGKECHUANGBANXINPIANETFFAQILIANJIEC,
021609,广发中债7-10年国开债指数D,指数型-固收,GFZZ710NGKZZSD,GUANGFAZHONGZHAI710NIANGUOKAIZHAIZHISHUD,
021610,国泰中证环保产业50ETF联接E,指数型-股票,GTZZHBCY50ETFLJE,GUOTAIZHONGZHENGHUANBAOCHANYE50ETFLIANJIEE,
021611,银河银信债券E,债券型-混合一级,YHYXZQE,YINHEYINXINZHAIQUANE,
021612,国投瑞银平衡养老目标三年持有期混合发起式(FOF)Y,FOF-均衡型,GTRYPHYLMBSNCYQHHFQSFOFY,GUOTOURUIYINPINGHENGYANGLAOMUBIAOSANNIANCHIYOUQIHUNHEFAQISHIFOFY,
021614,华泰紫金中证全指软件指数型发起A,指数型-股票,HTZJZZQZRJZSXFQA,HUATAIZIJINZHONGZHENGQUANZHIRUANJIANZHISHUXINGFAQIA,
021615,华泰紫金中证全指软件指数型发起C,指数型-股票,HTZJZZQZRJZSXFQC,HUATAIZIJINZHONGZHENGQUANZHIRUANJIANZHISHUXINGFAQIC,
021617,天弘优选债券C,债券型-长债,THYXZQC,TIANHONGYOUXUANZHAIQUANC,
021618,嘉实致华纯债债券C,债券型-长债,JSZHCZZQC,JIASHIZHIHUACHUNZHAIZHAIQUANC,
021619,天弘石油天然气指数A,指数型-股票,THSYTRQZSA,TIANHONGSHIYOUTIANRANQIZHISHUA,
021620,天弘石油天然气指数C,指数型-股票,THSYTRQZSC,TIANHONGSHIYOUTIANRANQIZHISHUC,
021621,天弘汽车零部件指数A,指数型-股票,THQCLBJZSA,TIANHONGQICHELINGBUJIANZHISHUA,
021622,天弘汽车零部件指数C,指数型-股票,THQCLBJZSC,TIANHONGQICHELINGBUJIANZHISHUC,
021623,天弘新兴产业混合发起A,混合型-偏股,THXXCYHHFQA,TIANHONGXINXINGCHANYEHUNHEFAQIA,
021624,天弘新兴产业混合发起C,混合型-偏股,THXXCYHHFQC,TIANHONGXINXINGCHANYEHUNHEFAQIC,
021625,博时外延增长混合C,混合型-灵活,BSWYZZHHC,BOSHIWAIYANZENGZHANGHUNHEC,
021626,华富半导体产业混合发起式A,混合型-偏股,HFBDTCYHHFQSA,HUAFUBANDAOTICHANYEHUNHEFAQISHIA,
021627,华富半导体产业混合发起式C,混合型-偏股,HFBDTCYHHFQSC,HUAFUBANDAOTICHANYEHUNHEFAQISHIC,
021628,嘉实稳华纯债债券E,债券型-长债,JSWHCZZQE,JIASHIWENHUACHUNZHAIZHAIQUANE,
021629,华安红利机遇股票发起式A,股票型,HAHLJYGPFQSA,HUAANHONGLIJIYUGUPIAOFAQISHIA,
021630,华安红利机遇股票发起式C,股票型,HAHLJYGPFQSC,HUAANHONGLIJIYUGUPIAOFAQISHIC,
021631,兴银聚优智选混合发起A,混合型-偏股,XYJYZXHHFQA,XINGYINJUYOUZHIXUANHUNHEFAQIA,
021632,兴银聚优智选混合发起C,混合型-偏股,XYJYZXHHFQC,XINGYINJUYOUZHIXUANHUNHEFAQIC,
021633,招商中证香港科技ETF发起式联接(QDII)A,指数型-海外股票,ZSZZXGKJETFFQSLJQDIIA,ZHAOSHANGZHONGZHENGXIANGGANGKEJIETFFAQISHILIANJIEQDIIA,
021634,招商中证香港科技ETF发起式联接(QDII)C,指数型-海外股票,ZSZZXGKJETFFQSLJQDIIC,ZHAOSHANGZHONGZHENGXIANGGANGKEJIETFFAQISHILIANJIEQDIIC,
021635,人保沪深300C,指数型-股票,RBHS300C,RENBAOHUSHEN300C,
021636,长城周期优选混合发起式A,混合型-偏股,CCZQYXHHFQSA,CHANGCHENGZHOUQIYOUXUANHUNHEFAQISHIA,
021637,长城周期优选混合发起式C,混合型-偏股,CCZQYXHHFQSC,CHANGCHENGZHOUQIYOUXUANHUNHEFAQISHIC,
021638,景顺长城臻品三个月持有期混合(FOF)A,FOF-进取型,JSCCZPSGYCYQHHFOFA,JINGSHUNCHANGCHENGZHENPINSANGEYUECHIYOUQIHUNHEFOFA,
021639,景顺长城臻品三个月持有期混合(FOF)C,FOF-进取型,JSCCZPSGYCYQHHFOFC,JINGSHUNCHANGCHENGZHENPINSANGEYUECHIYOUQIHUNHEFOFC,
021640,华银鼎盛中短债D,债券型-中短债,HYDSZDZD,HUAYINDINGSHENGZHONGDUANZHAID,
021641,华银鼎盛中短债E,债券型-中短债,HYDSZDZE,HUAYINDINGSHENGZHONGDUANZHAIE,
021642,富国资源精选混合发起式A,混合型-偏股,FGZYJXHHFQSA,FUGUOZIYUANJINGXUANHUNHEFAQISHIA,
021643,国联安积极配置3个月持有混合(FOF)A,FOF-进取型,GLAJJPZ3GYCYHHFOFA,GUOLIANANJIJIPEIZHI3GEYUECHIYOUHUNHEFOFA,
021644,国联安积极配置3个月持有混合(FOF)C,FOF-进取型,GLAJJPZ3GYCYHHFOFC,GUOLIANANJIJIPEIZHI3GEYUECHIYOUHUNHEFOFC,
021645,东方红欣悦稳健3个月持有混合(FOF)A,FOF-稳健型,DFHXYWJ3GYCYHHFOFA,DONGFANGHONGXINYUEWENJIAN3GEYUECHIYOUHUNHEFOFA,
021646,东方红欣悦稳健3个月持有混合(FOF)C,FOF-稳健型,DFHXYWJ3GYCYHHFOFC,DONGFANGHONGXINYUEWENJIAN3GEYUECHIYOUHUNHEFOFC,
021647,东方红动力领航混合A,混合型-偏股,DFHDLLHHHA,DONGFANGHONGDONGLILINGHANGHUNHEA,
021648,东方红动力领航混合C,混合型-偏股,DFHDLLHHHC,DONGFANGHONGDONGLILINGHANGHUNHEC,
021649,富国臻选成长灵活配置混合C,混合型-灵活,FGZXCZLHPZHHC,FUGUOZHENXUANCHENGZHANGLINGHUOPEIZHIHUNHEC,
021650,东方红红利量化选股混合发起A,混合型-偏股,DFHHLLHXGHHFQA,DONGFANGHONGHONGLILIANGHUAXUANGUHUNHEFAQIA,
021651,东方红红利量化选股混合发起C,混合型-偏股,DFHHLLHXGHHFQC,DONGFANGHONGHONGLILIANGHUAXUANGUHUNHEFAQIC,
021652,东财龙头家电指数E,指数型-股票,DCLTJDZSE,DONGCAILONGTOUJIADIANZHISHUE,
021653,南方中证全指计算机ETF发起联接A,指数型-股票,NFZZQZJSJETFFQLJA,NANFANGZHONGZHENGQUANZHIJISUANJIETFFAQILIANJIEA,
021654,南方中证全指计算机ETF发起联接C,指数型-股票,NFZZQZJSJETFFQLJC,NANFANGZHONGZHENGQUANZHIJISUANJIETFFAQILIANJIEC,
021655,海富通量化选股混合A,混合型-偏股,HFTLHXGHHA,HAIFUTONGLIANGHUAXUANGUHUNHEA,
021656,海富通量化选股混合C,混合型-偏股,HFTLHXGHHC,HAIFUTONGLIANGHUAXUANGUHUNHEC,
021657,华夏纯债债券D,债券型-长债,HXCZZQD,HUAXIACHUNZHAIZHAIQUAND,
021658,华安恒生生物科技指数发起式(QDII)A,指数型-海外股票,HAHSSWKJZSFQSQDIIA,HUAANHENGSHENGSHENGWUKEJIZHISHUFAQISHIQDIIA,
021659,华安恒生生物科技指数发起式(QDII)C,指数型-海外股票,HAHSSWKJZSFQSQDIIC,HUAANHENGSHENGSHENGWUKEJIZHISHUFAQISHIQDIIC,
021660,中欧上证科创板100指数发起A,指数型-股票,ZOSZKCB100ZSFQA,ZHONGOUSHANGZHENGKECHUANGBAN100ZHISHUFAQIA,
021661,中欧上证科创板100指数发起C,指数型-股票,ZOSZKCB100ZSFQC,ZHONGOUSHANGZHENGKECHUANGBAN100ZHISHUFAQIC,
021662,国富亚洲机会股票(QDII)C,QDII-普通股票,GFYZJHGPQDIIC,GUOFUYAZHOUJIHUIGUPIAOQDIIC,Y
021663,汇百川远航混合A,混合型-偏股,HBCYHHHA,HUIBAICHUANYUANHANGHUNHEA,
021664,汇百川远航混合C,混合型-偏股,HBCYHHHC,HUIBAICHUANYUANHANGHUNHEC,
021665,中银周期优选混合发起A,混合型-偏股,ZYZQYXHHFQA,ZHONGYINZHOUQIYOUXUANHUNHEFAQIA,
021666,中银周期优选混合发起C,混合型-偏股,ZYZQYXHHFQC,ZHONGYINZHOUQIYOUXUANHUNHEFAQIC,
021668,申万菱信智华稳进配置3个月持有期混合型发起式(FOF)A,FOF-均衡型,SWLXZHWJPZ3GYCYQHHXFQSFOFA,SHENWANLINGXINZHIHUAWENJINPEIZHI3GEYUECHIYOUQIHUNHEXINGFAQISHIFOFA,
021669,申万菱信智华稳进配置3个月持有期混合型发起式(FOF)C,FOF-均衡型,SWLXZHWJPZ3GYCYQHHXFQSFOFC,SHENWANLINGXINZHIHUAWENJINPEIZHI3GEYUECHIYOUQIHUNHEXINGFAQISHIFOFC,
021670,金元顺安乾盛利率债债券,债券型-长债,JYSAQSLLZZQ,JINYUANSHUNANQIANSHENGLILVZHAIZHAIQUAN,
021671,银河天盈中短债E,债券型-中短债,YHTYZDZE,YINHETIANYINGZHONGDUANZHAIE,
021672,国泰中证全指软件ETF联接E,指数型-股票,GTZZQZRJETFLJE,GUOTAIZHONGZHENGQUANZHIRUANJIANETFLIANJIEE,
021673,国泰黄金股ETF联接A,指数型-股票,GTHJGETFLJA,GUOTAIHUANGJINGUETFLIANJIEA,
021674,国泰黄金股ETF联接C,指数型-股票,GTHJGETFLJC,GUOTAIHUANGJINGUETFLIANJIEC,
021675,平安双季鑫6个月持有债券A,债券型-长债,PASJX6GYCYZQA,PINGANSHUANGJIXIN6GEYUECHIYOUZHAIQUANA,
021676,平安双季鑫6个月持有债券C,债券型-长债,PASJX6GYCYZQC,PINGANSHUANGJIXIN6GEYUECHIYOUZHAIQUANC,
021677,国投瑞银启晨利率债债券,债券型-长债,GTRYQCLLZZQ,GUOTOURUIYINQICHENLILVZHAIZHAIQUAN,
021678,永赢安泽6个月持有债券A,债券型-混合一级,YYAZ6GYCYZQA,YONGYINGANZE6GEYUECHIYOUZHAIQUANA,
021679,永赢安泽6个月持有债券C,债券型-混合一级,YYAZ6GYCYZQC,YONGYINGANZE6GEYUECHIYOUZHAIQUANC,
021680,永赢安泽6个月持有债券E,债券型-混合一级,YYAZ6GYCYZQE,YONGYINGANZE6GEYUECHIYOUZHAIQUANE,
021681,国泰中证医疗ETF联接E,指数型-股票,GTZZYLETFLJE,GUOTAIZHONGZHENGYILIAOETFLIANJIEE,
021682,华泰柏瑞创业板科技ETF发起式联接A,指数型-股票,HTBRCYBKJETFFQSLJA,HUATAIBAIRUICHUANGYEBANKEJIETFFAQISHILIANJIEA,
021683,华泰柏瑞创业板科技ETF发起式联接C,指数型-股票,HTBRCYBKJETFFQSLJC,HUATAIBAIRUICHUANGYEBANKEJIETFFAQISHILIANJIEC,
021684,兴全丰德债券A,债券型-混合二级,XQFDZQA,XINGQUANFENGDEZHAIQUANA,
021685,兴全丰德债券C,债券型-混合二级,XQFDZQC,XINGQUANFENGDEZHAIQUANC,
021687,鹏华北证50成份指数发起式A,指数型-股票,PHBZ50CFZSFQSA,PENGHUABEIZHENG50CHENGFENZHISHUFAQISHIA,
021688,鹏华北证50成份指数发起式C,指数型-股票,PHBZ50CFZSFQSC,PENGHUABEIZHENG50CHENGFENZHISHUFAQISHIC,
021689,国泰汽车整车ETF联接E,指数型-股票,GTQCZCETFLJE,GUOTAIQICHEZHENGCHEETFLIANJIEE,
021690,招商资管北证50成份指数发起A,指数型-股票,ZSZGBZ50CFZSFQA,ZHAOSHANGZIGUANBEIZHENG50CHENGFENZHISHUFAQIA,
021691,招商资管北证50成份指数发起C,指数型-股票,ZSZGBZ50CFZSFQC,ZHAOSHANGZIGUANBEIZHENG50CHENGFENZHISHUFAQIC,
021692,招商资管智达量化选股混合发起A,混合型-偏股,ZSZGZDLHXGHHFQA,ZHAOSHANGZIGUANZHIDALIANGHUAXUANGUHUNHEFAQIA,
021693,招商资管智达量化选股混合发起C,混合型-偏股,ZSZGZDLHXGHHFQC,ZHAOSHANGZIGUANZHIDALIANGHUAXUANGUHUNHEFAQIC,
021694,银华抗通胀主题(QDII-FOF-LOF)C,QDII-商品,YHKTZZTQDIIFOFLOFC,YINHUAKANGTONGZHANGZHUTIQDIIFOFLOFC,Y
021695,国寿安保泰宁利率债债券,债券型-长债,GSABTNLLZZQ,GUOSHOUANBAOTAININGLILVZHAIZHAIQUAN,
021696,浙商汇金聚悦利率债A,债券型-长债,ZSHJJYLLZA,ZHESHANGHUIJINJUYUELILVZHAIA,
021697,浙商汇金聚悦利率债C,债券型-长债,ZSHJJYLLZC,ZHESHANGHUIJINJUYUELILVZHAIC,
021698,国泰中证光伏产业ETF发起联接E,指数型-股票,GTZZGFCYETFFQLJE,GUOTAIZHONGZHENGGUANGFUCHANYEETFFAQILIANJIEE,
021699,汇添富远见成长混合发起式A,混合型-偏股,HTFYJCZHHFQSA,HUITIANFUYUANJIANCHENGZHANGHUNHEFAQISHIA,
021700,汇添富远见成长混合发起式C,混合型-偏股,HTFYJCZHHFQSC,HUITIANFUYUANJIANCHENGZHANGHUNHEFAQISHIC,
021701,国泰上证国企红利ETF联接A,指数型-股票,GTSZGQHLETFLJA,GUOTAISHANGZHENGGUOQIHONGLIETFLIANJIEA,
021702,国泰上证国企红利ETF联接C,指数型-股票,GTSZGQHLETFLJC,GUOTAISHANGZHENGGUOQIHONGLIETFLIANJIEC,
021703,信澳稳宁30天滚动持有债券A,债券型-长债,XAWN30TGDCYZQA,XINAOWENNING30TIANGUNDONGCHIYOUZHAIQUANA,
021704,信澳稳宁30天滚动持有债券C,债券型-长债,XAWN30TGDCYZQC,XINAOWENNING30TIANGUNDONGCHIYOUZHAIQUANC,
021705,国联银行间1-3年中高等级信用债指数B,指数型-固收,GLYHJ13NZGDJXYZZSB,GUOLIANYINHANGJIAN13NIANZHONGGAODENGJIXINYONGZHAIZHISHUB,
021706,国联银行间1-3年中高等级信用债指数E,指数型-固收,GLYHJ13NZGDJXYZZSE,GUOLIANYINHANGJIAN13NIANZHONGGAODENGJIXINYONGZHAIZHISHUE,
021707,富国中证红利低波动ETF发起式联接A,指数型-股票,FGZZHLDBDETFFQSLJA,FUGUOZHONGZHENGHONGLIDIBODONGETFFAQISHILIANJIEA,
021708,富国中证红利低波动ETF发起式联接C,指数型-股票,FGZZHLDBDETFFQSLJC,FUGUOZHONGZHENGHONGLIDIBODONGETFFAQISHILIANJIEC,
021709,华泰紫金同存AAA指数7天持有发起,指数型-固收,HTZJTCAAAZS7TCYFQ,HUATAIZIJINTONGCUNAAAZHISHU7TIANCHIYOUFAQI,
021710,华泰柏瑞港股通量化混合C,混合型-灵活,HTBRGGTLHHHC,HUATAIBAIRUIGANGGUTONGLIANGHUAHUNHEC,
021711,南方周期优选混合发起A,混合型-偏股,NFZQYXHHFQA,NANFANGZHOUQIYOUXUANHUNHEFAQIA,
021712,南方周期优选混合发起C,混合型-偏股,NFZQYXHHFQC,NANFANGZHOUQIYOUXUANHUNHEFAQIC,
021713,鑫元招利D,债券型-长债,XYZLD,XINYUANZHAOLID,
021714,中欧中证全指医疗保健设备与服务指数发起A,指数型-股票,ZOZZQZYLBJSBYFWZSFQA,ZHONGOUZHONGZHENGQUANZHIYILIAOBAOJIANSHEBEIYUFUWUZHISHUFAQIA,
021715,中欧中证全指医疗保健设备与服务指数发起C,指数型-股票,ZOZZQZYLBJSBYFWZSFQC,ZHONGOUZHONGZHENGQUANZHIYILIAOBAOJIANSHEBEIYUFUWUZHISHUFAQIC,
021716,招商中证云计算与大数据主题ETF发起式联接A,指数型-股票,ZSZZYJSYDSJZTETFFQSLJA,ZHAOSHANGZHONGZHENGYUNJISUANYUDASHUJUZHUTIETFFAQISHILIANJIEA,
021717,招商中证云计算与大数据主题ETF发起式联接C,指数型-股票,ZSZZYJSYDSJZTETFFQSLJC,ZHAOSHANGZHONGZHENGYUNJISUANYUDASHUJUZHUTIETFFAQISHILIANJIEC,
021718,华泰紫金中证半导体产业指数型发起A,指数型-股票,HTZJZZBDTCYZSXFQA,HUATAIZIJINZHONGZHENGBANDAOTICHANYEZHISHUXINGFAQIA,
021719,华泰紫金中证半导体产业指数型发起C,指数型-股票,HTZJZZBDTCYZSXFQC,HUATAIZIJINZHONGZHENGBANDAOTICHANYEZHISHUXINGFAQIC,
021720,鹏华中债0-3年政金债指数A,指数型-固收,PHZZ03NZJZZSA,PENGHUAZHONGZHAI03NIANZHENGJINZHAIZHISHUA,
021721,鹏华中债0-3年政金债指数C,指数型-固收,PHZZ03NZJZZSC,PENGHUAZHONGZHAI03NIANZHENGJINZHAIZHISHUC,
021722,广发上证50ETF发起式联接A,指数型-股票,GFSZ50ETFFQSLJA,GUANGFASHANGZHENG50ETFFAQISHILIANJIEA,
021723,广发上证50ETF发起式联接C,指数型-股票,GFSZ50ETFFQSLJC,GUANGFASHANGZHENG50ETFFAQISHILIANJIEC,
021726,泓德智选启诚混合A,混合型-偏股,HDZXQCHHA,HONGDEZHIXUANQICHENGHUNHEA,
021727,泓德智选启诚混合C,混合型-偏股,HDZXQCHHC,HONGDEZHIXUANQICHENGHUNHEC,
021728,兴业福益债券C,债券型-混合一级,XYFYZQC,XINGYEFUYIZHAIQUANC,
021729,金鹰悦享债券D,债券型-混合二级,JYYXZQD,JINYINGYUEXIANGZHAIQUAND,
021730,富达低碳成长混合A,混合型-偏股,FDDTCZHHA,FUDADITANCHENGZHANGHUNHEA,
021731,富达低碳成长混合C,混合型-偏股,FDDTCZHHC,FUDADITANCHENGZHANGHUNHEC,
021732,中银证券鸿瑞债券A,债券型-长债,ZYZQHRZQA,ZHONGYINZHENGQUANHONGRUIZHAIQUANA,
021733,中银证券鸿瑞债券C,债券型-长债,ZYZQHRZQC,ZHONGYINZHENGQUANHONGRUIZHAIQUANC,
021734,国富基本面优选混合C,混合型-偏股,GFJBMYXHHC,GUOFUJIBENMIANYOUXUANHUNHEC,
021735,景顺长城沪港深红利成长低波指数E,指数型-股票,JSCCHGSHLCZDBZSE,JINGSHUNCHANGCHENGHUGANGSHENHONGLICHENGZHANGDIBOZHISHUE,
021737,广发沪深300ETF联接F,指数型-股票,GFHS300ETFLJF,GUANGFAHUSHEN300ETFLIANJIEF,
021738,广发上海金ETF联接F,指数型-其他,GFSHJETFLJF,GUANGFASHANGHAIJINETFLIANJIEF,
021739,广发创业板ETF发起式联接F,指数型-股票,GFCYBETFFQSLJF,GUANGFACHUANGYEBANETFFAQISHILIANJIEF,
021740,前海开源黄金ETF联接C,指数型-其他,QHKYHJETFLJC,QIANHAIKAIYUANHUANGJINETFLIANJIEC,
021741,嘉实新财富混合C,混合型-灵活,JSXCFHHC,JIASHIXINCAIFUHUNHEC,
021742,光大超短债债券E,债券型-中短债,GDCDZZQE,GUANGDACHAODUANZHAIZHAIQUANE,
021743,鹏扬淳享债券D,债券型-长债,PYCXZQD,PENGYANGCHUNXIANGZHAIQUAND,
021745,广发中证1000ETF联接F,指数型-股票,GFZZ1000ETFLJF,GUANGFAZHONGZHENG1000ETFLIANJIEF,
021746,南方悦享稳健添利债券A,债券型-混合二级,NFYXWJTLZQA,NANFANGYUEXIANGWENJIANTIANLIZHAIQUANA,
021747,南方悦享稳健添利债券C,债券型-混合二级,NFYXWJTLZQC,NANFANGYUEXIANGWENJIANTIANLIZHAIQUANC,
021748,西部利得同业存单指数7天持有,指数型-固收,XBLDTYCDZS7TCY,XIBULIDETONGYECUNDANZHISHU7TIANCHIYOU,
021749,易方达创业板成长ETF联接发起式A,指数型-股票,YFDCYBCZETFLJFQSA,YIFANGDACHUANGYEBANCHENGZHANGETFLIANJIEFAQISHIA,
021750,易方达创业板成长ETF联接发起式C,指数型-股票,YFDCYBCZETFLJFQSC,YIFANGDACHUANGYEBANCHENGZHANGETFLIANJIEFAQISHIC,
021751,兴全天添益货币E,货币型-普通货币,XQTTYHBE,XINGQUANTIANTIANYIHUOBIE,
021752,南方电力ETF联接A,指数型-股票,NFDLETFLJA,NANFANGDIANLIETFLIANJIEA,
021753,南方电力ETF联接C,指数型-股票,NFDLETFLJC,NANFANGDIANLIETFLIANJIEC,
021754,富国颐利纯债债券C,债券型-长债,FGYLCZZQC,FUGUOYILICHUNZHAIZHAIQUANC,
021755,中欧价值品质混合发起A,混合型-偏股,ZOJZPZHHFQA,ZHONGOUJIAZHIPINZHIHUNHEFAQIA,
021756,中欧价值品质混合发起C,混合型-偏股,ZOJZPZHHFQC,ZHONGOUJIAZHIPINZHIHUNHEFAQIC,
021757,中欧沪深300指数量化增强A,指数型-股票,ZOHS300ZSLHZQA,ZHONGOUHUSHEN300ZHISHULIANGHUAZENGQIANGA,
021758,中欧沪深300指数量化增强C,指数型-股票,ZOHS300ZSLHZQC,ZHONGOUHUSHEN300ZHISHULIANGHUAZENGQIANGC,
021759,中欧中证港股通创新药指数发起A,指数型-股票,ZOZZGGTCXYZSFQA,ZHONGOUZHONGZHENGGANGGUTONGCHUANGXINYAOZHISHUFAQIA,
021760,中欧中证港股通创新药指数发起C,指数型-股票,ZOZZGGTCXYZSFQC,ZHONGOUZHONGZHENGGANGGUTONGCHUANGXINYAOZHISHUFAQIC,
021761,红塔红土30天持有期债券A,债券型-长债,HTHT30TCYQZQA,HONGTAHONGTU30TIANCHIYOUQIZHAIQUANA,
021762,红塔红土30天持有期债券C,债券型-长债,HTHT30TCYQZQC,HONGTAHONGTU30TIANCHIYOUQIZHAIQUANC,
021763,汇添金货币E,货币型-普通货币,HTJHBE,HUITIANJINHUOBIE,
021764,永赢安怡30天持有期债券E,债券型-长债,YYAY30TCYQZQE,YONGYINGANYI30TIANCHIYOUQIZHAIQUANE,
021765,长盛北证50成份指数增强A,指数型-股票,CSBZ50CFZSZQA,CHANGSHENGBEIZHENG50CHENGFENZHISHUZENGQIANGA,
021766,长盛北证50成份指数增强C,指数型-股票,CSBZ50CFZSZQC,CHANGSHENGBEIZHENG50CHENGFENZHISHUZENGQIANGC,
021767,海富通中短债债券D,债券型-中短债,HFTZDZZQD,HAIFUTONGZHONGDUANZHAIZHAIQUAND,
021768,广发科创50ETF发起式联接F,指数型-股票,GFKC50ETFFQSLJF,GUANGFAKECHUANG50ETFFAQISHILIANJIEF,
021769,海富通瑞福债券D,债券型-混合一级,HFTRFZQD,HAIFUTONGRUIFUZHAIQUAND,
021770,南方中证全指汽车指数发起A,指数型-股票,NFZZQZQCZSFQA,NANFANGZHONGZHENGQUANZHIQICHEZHISHUFAQIA,
021771,南方中证全指汽车指数发起C,指数型-股票,NFZZQZQCZSFQC,NANFANGZHONGZHENGQUANZHIQICHEZHISHUFAQIC,
021772,汇添富双利增强债券D,债券型-混合二级,HTFSLZQZQD,HUITIANFUSHUANGLIZENGQIANGZHAIQUAND,
021773,汇添富纳斯达克100ETF发起式联接(QDII)人民币E,指数型-海外股票,HTFNSDK100ETFFQSLJQDIIRMBE,HUITIANFUNASIDAKE100ETFFAQISHILIANJIEQDIIRENMINBIE,
021774,农银双利回报债券D,债券型-混合二级,NYSLHBZQD,NONGYINSHUANGLIHUIBAOZHAIQUAND,
021775,招商金鸿债券D,债券型-混合一级,ZSJHZQD,ZHAOSHANGJINHONGZHAIQUAND,
021776,华安月月丰30天持有债券A,债券型-长债,HAYYF30TCYZQA,HUAANYUEYUEFENG30TIANCHIYOUZHAIQUANA,
021777,华安月月丰30天持有债券C,债券型-长债,HAYYF30TCYZQC,HUAANYUEYUEFENG30TIANCHIYOUZHAIQUANC,
021778,广发纳指100ETF联接(QDII)人民币F,指数型-海外股票,GFNZ100ETFLJQDIIRMBF,GUANGFANAZHI100ETFLIANJIEQDIIRENMINBIF,
021779,东方红成长先锋混合A,混合型-偏股,DFHCZXFHHA,DONGFANGHONGCHENGZHANGXIANFENGHUNHEA,
021780,东方红成长先锋混合C,混合型-偏股,DFHCZXFHHC,DONGFANGHONGCHENGZHANGXIANFENGHUNHEC,
021781,南方交元债券C,债券型-长债,NFJYZQC,NANFANGJIAOYUANZHAIQUANC,
021782,路博迈中高等级信用债A,债券型-长债,LBMZGDJXYZA,LUBOMAIZHONGGAODENGJIXINYONGZHAIA,
021783,路博迈中高等级信用债C,债券型-长债,LBMZGDJXYZC,LUBOMAIZHONGGAODENGJIXINYONGZHAIC,
021784,前海开源股息率100强股票C,股票型,QHKYGXL100QGPC,QIANHAIKAIYUANGUXILV100QIANGGUPIAOC,
021785,国泰润利纯债债券C,债券型-长债,GTRLCZZQC,GUOTAIRUNLICHUNZHAIZHAIQUANC,
021786,天弘永利兴宁债券A,债券型-混合二级,THYLXNZQA,TIANHONGYONGLIXINGNINGZHAIQUANA,
021787,天弘永利兴宁债券C,债券型-混合二级,THYLXNZQC,TIANHONGYONGLIXINGNINGZHAIQUANC,
